암호화요양기호,요양기관명,총의사수,의과전문의 인원수,CT보유대수,MRI보유대수
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,이상엽내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,이상우치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,이상재정형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,이상한법의의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,이상호치과교정과치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,이상홍이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,이상훈치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjNTEjJDEjJDIjJDgz,이상희정신건강의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,이서이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,이석기의미치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,이석종피부과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,이석현치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,이성우치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,이성원비뇨기과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,이성철치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,이성형이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,이소연한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,이수경치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,이수연의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz,이스타치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,이승우한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,이승철내과의원,2,2,1.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,이승표내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,이시아 치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,이시아연합속내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,이시아요양병원,4,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,이시아이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,이시아튼튼소아청소년과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,이시아한방병원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,이시우의미치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,이신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,이신일그레이스성형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,이심당치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNDEjJDEjJDQjJDgz,이아름다운치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,이안과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,이안치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,이앤김연합내과의원,3,3,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,이앤아이치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,이앤이치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,이엔치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,이연합치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,이연희산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,이영국비뇨기과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,이영진성형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz,이영호치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,이왕가치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,이용재내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,이용환내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,이우영이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz,이웃집한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,이웃집한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,이웃집한의원 대구달서점,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,이웃집한의원 대구수성점,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,이원기연합내과의원,3,3,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,이원식내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,이원식치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,이원재치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNzEjJDEjJDgjJDgz,이원치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,이윤정내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,이윤채통합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,이은주한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,이은지마리산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,이음한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,이응창한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,이이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,이인구치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,이인치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,이일세내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,이자현유외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,이잘하는치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,이장동치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,이장준신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,이재봉신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,이재수한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,이재용치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,이재우한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,이재정정신건강의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,이재준내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,이재춘내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,이재환치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,이정규내과  의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,이정재이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,이정태치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,이정택치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,이정호산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,이정훈한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,이종근비뇨기과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,이종목신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,이종현내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,이종화안과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,이종훈안과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,이준엽이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,이즈병원,4,4,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,이지동안의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,이지미치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,이지소아청소년과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,이지스한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,이지웰의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz,이진영 정신건강의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,이찬영한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,이창욱한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,이철상한의원,0,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,이철희치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,이춘희산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,이클린치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,이태균한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjODEjJDEjJDYjJDgz,이태영치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,이튼연합치과의원남산점,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,이튼튼치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,이퍼스트치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,이편한속내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,이편한우리치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,이편한치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,이-편한치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,이편한한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,이한무가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,이행복한치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,이현아신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,이현연합의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,이현직내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,이현치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,이형신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDIjJDgz,이호동한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,이홍주 여성의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,이홍철한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,인다라한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,인동한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,인마인드정신건강의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,인생피부과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,인성신경과의원,4,4,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,인성한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQyIyQxIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,인수한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,인애한의원,1,0,0.0,0.0
